,beg_month,product,region,district,terr,ro
0,1/1/2017,ACUTE,A1,R101,TMV1001,30
1,1/1/2017,ACUTE,A1,R101,TMV1002,31
2,1/1/2017,ACUTE,A1,R101,TMV1003,24
3,1/1/2017,ACUTE,A1,R101,TMV2001,37
4,1/1/2017,ACUTE,A1,R102,TMV1007,17
5,1/1/2017,ACUTE,A1,R102,TMV1009,26
6,1/1/2017,ACUTE,A1,R102,TMV1010,27
7,1/1/2017,ACUTE,A1,R102,TMV2010,8
8,1/1/2017,ACUTE,A1,R103,TMV1004,15
9,1/1/2017,ACUTE,A1,R103,TMV1020,20
10,1/1/2017,ACUTE,A1,R103,TMV1021,32
11,1/1/2017,ACUTE,A1,R103,TMV1023,42
12,1/1/2017,ACUTE,A1,R103,TMV1212,19
13,1/1/2017,ACUTE,A1,R103,TMV1252,45
14,1/1/2017,ACUTE,A1,R104,TMV1006,35
15,1/1/2017,ACUTE,A1,R104,TMV1019,26
16,1/1/2017,ACUTE,A1,R104,TMV1245,21
17,1/1/2017,ACUTE,A1,R105,TMV1018,13
18,1/1/2017,ACUTE,A1,R105,TMV1035,21
19,1/1/2017,ACUTE,A1,R105,TMV1039,9
20,1/1/2017,ACUTE,A1,R105,TMV2035,12
21,1/1/2017,ACUTE,A1,R130,TMV9991,1
22,1/1/2017,ACUTE,A2,R201,TMV1011,24
23,1/1/2017,ACUTE,A2,R201,TMV1012,6
24,1/1/2017,ACUTE,A2,R201,TMV1013,23
25,1/1/2017,ACUTE,A2,R201,TMV1014,19
26,1/1/2017,ACUTE,A2,R201,TMV1244,16
27,1/1/2017,ACUTE,A2,R202,TMV1008,17
28,1/1/2017,ACUTE,A2,R202,TMV1015,65
29,1/1/2017,ACUTE,A2,R202,TMV1016,19
30,1/1/2017,ACUTE,A2,R202,TMV1017,29
31,1/1/2017,ACUTE,A2,R203,TMV1024,5
32,1/1/2017,ACUTE,A2,R203,TMV1025,23
33,1/1/2017,ACUTE,A2,R203,TMV1027,33
34,1/1/2017,ACUTE,A2,R203,TMV2024,21
35,1/1/2017,ACUTE,A2,R204,TMV1026,55
36,1/1/2017,ACUTE,A2,R204,TMV1029,21
37,1/1/2017,ACUTE,A2,R204,TMV1030,19
38,1/1/2017,ACUTE,A2,R204,TMV1032,23
39,1/1/2017,ACUTE,A2,R204,TMV1033,15
40,1/1/2017,ACUTE,A2,R205,TMV1028,23
41,1/1/2017,ACUTE,A2,R205,TMV1031,26
42,1/1/2017,ACUTE,A2,R205,TMV1034,14
43,1/1/2017,ACUTE,A2,R205,TMV2034,15
44,1/1/2017,ACUTE,A2,R206,TMV1037,13
45,1/1/2017,ACUTE,A2,R206,TMV1038,37
46,1/1/2017,ACUTE,A2,R206,TMV1228,47
47,1/1/2017,ACUTE,A2,R206,TMV1230,13
48,1/1/2017,ACUTE,A3,R301,TMV1118,27
49,1/1/2017,ACUTE,A3,R301,TMV1119,28
50,1/1/2017,ACUTE,A3,R301,TMV1121,31
51,1/1/2017,ACUTE,A3,R301,TMV1227,20
52,1/1/2017,ACUTE,A3,R301,TMV2228,12
53,1/1/2017,ACUTE,A3,R302,TMV1078,22
54,1/1/2017,ACUTE,A3,R302,TMV1080,34
55,1/1/2017,ACUTE,A3,R302,TMV1081,15
56,1/1/2017,ACUTE,A3,R302,TMV1082,20
57,1/1/2017,ACUTE,A3,R302,TMV2081,4
58,1/1/2017,ACUTE,A3,R303,TMV1084,24
59,1/1/2017,ACUTE,A3,R303,TMV1085,25
60,1/1/2017,ACUTE,A3,R303,TMV1086,31
61,1/1/2017,ACUTE,A3,R303,TMV1087,25
62,1/1/2017,ACUTE,A3,R304,TMV1089,23
63,1/1/2017,ACUTE,A3,R304,TMV1091,33
64,1/1/2017,ACUTE,A3,R304,TMV1092,12
65,1/1/2017,ACUTE,A3,R304,TMV1117,27
66,1/1/2017,ACUTE,A3,R304,TMV1120,11
67,1/1/2017,ACUTE,A3,R304,TMV1236,26
68,1/1/2017,ACUTE,A3,R304,TMV3201,20
69,1/1/2017,ACUTE,A3,R305,TMV1083,11
70,1/1/2017,ACUTE,A3,R305,TMV1090,18
71,1/1/2017,ACUTE,A3,R305,TMV3202,18
72,1/1/2017,ACUTE,A3,R305,TMV5001,8
73,1/1/2017,ACUTE,A4,R401,TMV1073,13
74,1/1/2017,ACUTE,A4,R401,TMV1074,33
75,1/1/2017,ACUTE,A4,R401,TMV1076,9
76,1/1/2017,ACUTE,A4,R401,TMV1077,27
77,1/1/2017,ACUTE,A4,R401,TMV1247,9
78,1/1/2017,ACUTE,A4,R402,TMV1069,8
79,1/1/2017,ACUTE,A4,R402,TMV1072,31
80,1/1/2017,ACUTE,A4,R402,TMV1225,12
81,1/1/2017,ACUTE,A4,R402,TMV1246,26
82,1/1/2017,ACUTE,A4,R403,TMV1063,15
83,1/1/2017,ACUTE,A4,R403,TMV1093,16
84,1/1/2017,ACUTE,A4,R403,TMV1096,31
85,1/1/2017,ACUTE,A4,R404,TMV1071,20
86,1/1/2017,ACUTE,A4,R404,TMV1094,33
87,1/1/2017,ACUTE,A4,R404,TMV1097,17
88,1/1/2017,ACUTE,A4,R404,TMV1231,20
89,1/1/2017,ACUTE,A4,R405,TMV1079,6
90,1/1/2017,ACUTE,A4,R405,TMV1122,32
91,1/1/2017,ACUTE,A4,R405,TMV1123,9
92,1/1/2017,ACUTE,A4,R405,TMV1125,24
93,1/1/2017,ACUTE,A4,R405,TMV2211,7
94,1/1/2017,ACUTE,A4,R406,TMV1064,40
95,1/1/2017,ACUTE,A4,R406,TMV1065,19
96,1/1/2017,ACUTE,A4,R406,TMV1066,20
97,1/1/2017,ACUTE,A4,R406,TMV1238,14
98,1/1/2017,ACUTE,A4,R430,TMV9994,3
99,1/1/2017,ACUTE,A5,R501,TMV1047,10
100,1/1/2017,ACUTE,A5,R501,TMV1054,23
101,1/1/2017,ACUTE,A5,R501,TMV1056,19
102,1/1/2017,ACUTE,A5,R501,TMV1229,11
103,1/1/2017,ACUTE,A5,R502,TMV1049,10
104,1/1/2017,ACUTE,A5,R502,TMV1051,32
105,1/1/2017,ACUTE,A5,R502,TMV1052,14
106,1/1/2017,ACUTE,A5,R502,TMV1053,9
107,1/1/2017,ACUTE,A5,R502,TMV5005,7
108,1/1/2017,ACUTE,A5,R503,TMV1045,17
109,1/1/2017,ACUTE,A5,R503,TMV1046,11
110,1/1/2017,ACUTE,A5,R503,TMV1048,35
111,1/1/2017,ACUTE,A5,R503,TMV1215,31
112,1/1/2017,ACUTE,A5,R504,TMV1058,18
113,1/1/2017,ACUTE,A5,R504,TMV1061,22
114,1/1/2017,ACUTE,A5,R504,TMV1062,34
115,1/1/2017,ACUTE,A5,R504,TMV1235,35
116,1/1/2017,ACUTE,A5,R505,TMV1050,12
117,1/1/2017,ACUTE,A5,R505,TMV1055,27
118,1/1/2017,ACUTE,A5,R505,TMV1057,21
119,1/1/2017,ACUTE,A5,R505,TMV1098,15
120,1/1/2017,ACUTE,A5,R506,TMV1099,23
121,1/1/2017,ACUTE,A5,R506,TMV1101,13
122,1/1/2017,ACUTE,A5,R506,TMV1102,26
123,1/1/2017,ACUTE,A5,R506,TMV3102,12
124,1/1/2017,ACUTE,A5,R507,TMV1040,30
125,1/1/2017,ACUTE,A5,R507,TMV1041,37
126,1/1/2017,ACUTE,A5,R507,TMV1043,35
127,1/1/2017,ACUTE,A5,R508,TMV1042,13
128,1/1/2017,ACUTE,A5,R508,TMV1059,39
129,1/1/2017,ACUTE,A5,R508,TMV1060,23
130,1/1/2017,ACUTE,A5,R508,TMV1067,11
131,1/1/2017,ACUTE,A5,R530,TMV9995,1
132,1/1/2017,ACUTE,A6,R601,TMV1162,19
133,1/1/2017,ACUTE,A6,R601,TMV1163,21
134,1/1/2017,ACUTE,A6,R601,TMV1216,35
135,1/1/2017,ACUTE,A6,R601,TMV2164,6
136,1/1/2017,ACUTE,A6,R602,TMV1155,34
137,1/1/2017,ACUTE,A6,R602,TMV1156,23
138,1/1/2017,ACUTE,A6,R602,TMV1159,48
139,1/1/2017,ACUTE,A6,R602,TMV1161,22
140,1/1/2017,ACUTE,A6,R603,TMV1151,54
141,1/1/2017,ACUTE,A6,R603,TMV1152,30
142,1/1/2017,ACUTE,A6,R603,TMV1153,33
143,1/1/2017,ACUTE,A6,R603,TMV1154,41
144,1/1/2017,ACUTE,A6,R604,TMV1141,26
145,1/1/2017,ACUTE,A6,R604,TMV1142,28
146,1/1/2017,ACUTE,A6,R604,TMV1143,49
147,1/1/2017,ACUTE,A6,R604,TMV1144,27
148,1/1/2017,ACUTE,A6,R605,TMV1103,19
149,1/1/2017,ACUTE,A6,R605,TMV1104,16
150,1/1/2017,ACUTE,A6,R605,TMV1105,17
151,1/1/2017,ACUTE,A6,R605,TMV1106,41
152,1/1/2017,ACUTE,A6,R605,TMV1107,14
153,1/1/2017,ACUTE,A6,R605,TMV2105,19
154,1/1/2017,ACUTE,A6,R606,TMV1145,37
155,1/1/2017,ACUTE,A6,R606,TMV1147,36
156,1/1/2017,ACUTE,A6,R606,TMV1150,23
157,1/1/2017,ACUTE,A6,R606,TMV1255,31
158,1/1/2017,ACUTE,A6,R607,TMV1157,9
159,1/1/2017,ACUTE,A6,R607,TMV1158,42
160,1/1/2017,ACUTE,A6,R607,TMV1160,17
161,1/1/2017,ACUTE,A6,R607,TMV3157,9
162,1/1/2017,ACUTE,A6,R630,TMV9996,2
163,1/1/2017,ACUTE,A7,R701,TMV1114,14
164,1/1/2017,ACUTE,A7,R701,TMV1115,17
165,1/1/2017,ACUTE,A7,R701,TMV1116,12
166,1/1/2017,ACUTE,A7,R701,TMV1243,14
167,1/1/2017,ACUTE,A7,R702,TMV1175,26
168,1/1/2017,ACUTE,A7,R702,TMV1176,13
169,1/1/2017,ACUTE,A7,R702,TMV1178,28
170,1/1/2017,ACUTE,A7,R702,TMV1179,30
171,1/1/2017,ACUTE,A7,R702,TMV3179,26
172,1/1/2017,ACUTE,A7,R703,TMV1170,13
173,1/1/2017,ACUTE,A7,R703,TMV1172,55
174,1/1/2017,ACUTE,A7,R703,TMV1174,67
175,1/1/2017,ACUTE,A7,R703,TMV2210,10
176,1/1/2017,ACUTE,A7,R703,TMV2218,20
177,1/1/2017,ACUTE,A7,R704,TMV1171,6
178,1/1/2017,ACUTE,A7,R704,TMV1173,12
179,1/1/2017,ACUTE,A7,R704,TMV1177,27
180,1/1/2017,ACUTE,A7,R705,TMV1108,29
181,1/1/2017,ACUTE,A7,R705,TMV1109,15
182,1/1/2017,ACUTE,A7,R705,TMV1110,11
183,1/1/2017,ACUTE,A7,R705,TMV1111,23
184,1/1/2017,ACUTE,A7,R705,TMV3213,8
185,1/1/2017,ACUTE,A7,R706,TMV1148,19
186,1/1/2017,ACUTE,A7,R706,TMV1237,36
187,1/1/2017,ACUTE,A7,R706,TMV1239,22
188,1/1/2017,ACUTE,A7,R706,TMV1240,29
189,1/1/2017,ACUTE,A7,R707,TMV1140,33
190,1/1/2017,ACUTE,A7,R707,TMV1146,14
191,1/1/2017,ACUTE,A7,R707,TMV1213,35
192,1/1/2017,ACUTE,A7,R707,TMV1250,32
193,1/1/2017,ACUTE,A7,R730,TMV9997,4
194,1/1/2017,ACUTE,A8,R801,TMV1180,14
195,1/1/2017,ACUTE,A8,R801,TMV1181,2
196,1/1/2017,ACUTE,A8,R801,TMV1183,8
197,1/1/2017,ACUTE,A8,R801,TMV1184,8
198,1/1/2017,ACUTE,A8,R801,TMV1284,15
199,1/1/2017,ACUTE,A8,R802,TMV1126,10
200,1/1/2017,ACUTE,A8,R802,TMV1127,19
201,1/1/2017,ACUTE,A8,R802,TMV1128,20
202,1/1/2017,ACUTE,A8,R802,TMV1129,29
203,1/1/2017,ACUTE,A8,R803,TMV1130,29
204,1/1/2017,ACUTE,A8,R803,TMV1131,41
205,1/1/2017,ACUTE,A8,R803,TMV1133,20
206,1/1/2017,ACUTE,A8,R803,TMV1134,23
207,1/1/2017,ACUTE,A8,R803,TMV1251,51
208,1/1/2017,ACUTE,A8,R804,TMV1233,23
209,1/1/2017,ACUTE,A8,R804,TMV1242,10
210,1/1/2017,ACUTE,A8,R804,TMV2139,2
211,1/1/2017,ACUTE,A8,R805,TMV1136,12
212,1/1/2017,ACUTE,A8,R805,TMV1137,29
213,1/1/2017,ACUTE,A8,R805,TMV1138,33
214,1/1/2017,ACUTE,A8,R805,TMV5011,32
215,1/1/2017,ACUTE,A8,R806,TMV1199,47
216,1/1/2017,ACUTE,A8,R806,TMV1200,23
217,1/1/2017,ACUTE,A8,R806,TMV1201,15
218,1/1/2017,ACUTE,A8,R806,TMV1202,29
219,1/1/2017,ACUTE,A8,R806,TMV1253,4
220,1/1/2017,ACUTE,A8,R806,TMV2201,23
221,1/1/2017,ACUTE,A8,R807,TMV1185,16
222,1/1/2017,ACUTE,A8,R807,TMV1187,18
223,1/1/2017,ACUTE,A8,R807,TMV1197,24
224,1/1/2017,ACUTE,A8,R807,TMV1241,16
225,1/1/2017,ACUTE,A9,R901,TMV1189,22
226,1/1/2017,ACUTE,A9,R901,TMV1190,23
227,1/1/2017,ACUTE,A9,R901,TMV1222,16
228,1/1/2017,ACUTE,A9,R901,TMV1223,27
229,1/1/2017,ACUTE,A9,R901,TMV5020,2
230,1/1/2017,ACUTE,A9,R902,TMV1186,17
231,1/1/2017,ACUTE,A9,R902,TMV1194,26
232,1/1/2017,ACUTE,A9,R902,TMV1196,26
233,1/1/2017,ACUTE,A9,R902,TMV1198,21
234,1/1/2017,ACUTE,A9,R902,TMV5002,28
235,1/1/2017,ACUTE,A9,R903,TMV1191,23
236,1/1/2017,ACUTE,A9,R903,TMV1192,22
237,1/1/2017,ACUTE,A9,R903,TMV1220,14
238,1/1/2017,ACUTE,A9,R903,TMV1221,8
239,1/1/2017,ACUTE,A9,R904,TMV1207,16
240,1/1/2017,ACUTE,A9,R904,TMV1208,27
241,1/1/2017,ACUTE,A9,R904,TMV1209,48
242,1/1/2017,ACUTE,A9,R904,TMV1210,29
243,1/1/2017,ACUTE,A9,R904,TMV1217,20
244,1/1/2017,ACUTE,A9,R905,TMV1165,26
245,1/1/2017,ACUTE,A9,R905,TMV1166,22
246,1/1/2017,ACUTE,A9,R905,TMV1167,11
247,1/1/2017,ACUTE,A9,R905,TMV1168,20
248,1/1/2017,ACUTE,A9,R905,TMV1169,33
249,1/1/2017,ACUTE,A9,R906,TMV1195,11
250,1/1/2017,ACUTE,A9,R906,TMV1203,29
251,1/1/2017,ACUTE,A9,R906,TMV1204,37
252,1/1/2017,ACUTE,A9,R906,TMV1206,19
253,1/1/2017,ACUTE,A9,R906,TMV1248,17
254,1/1/2017,EXTENDED,A1,R101,TSV1001,12
255,1/1/2017,EXTENDED,A1,R101,TSV1165,14
256,1/1/2017,EXTENDED,A1,R101,TSV1173,35
257,1/1/2017,EXTENDED,A1,R102,TSV1006,7
258,1/1/2017,EXTENDED,A1,R102,TSV1171,14
259,1/1/2017,EXTENDED,A1,R102,TSV1271,11
260,1/1/2017,EXTENDED,A1,R102,TSV2010,3
261,1/1/2017,EXTENDED,A1,R103,TSV1014,20
262,1/1/2017,EXTENDED,A1,R103,TSV1015,10
263,1/1/2017,EXTENDED,A1,R103,TSV1172,17
264,1/1/2017,EXTENDED,A1,R103,TSV1212,12
265,1/1/2017,EXTENDED,A1,R104,TSV1005,7
266,1/1/2017,EXTENDED,A1,R104,TSV1013,16
267,1/1/2017,EXTENDED,A1,R104,TSV1155,4
268,1/1/2017,EXTENDED,A1,R105,TSV1012,12
269,1/1/2017,EXTENDED,A1,R105,TSV1021,27
270,1/1/2017,EXTENDED,A1,R105,TSV3027,2
271,1/1/2017,EXTENDED,A1,R121,TSV1003,3
272,1/1/2017,EXTENDED,A2,R201,TSV1008,27
273,1/1/2017,EXTENDED,A2,R201,TSV1009,14
274,1/1/2017,EXTENDED,A2,R201,TSV1010,44
275,1/1/2017,EXTENDED,A2,R202,TSV1007,11
276,1/1/2017,EXTENDED,A2,R202,TSV1011,10
277,1/1/2017,EXTENDED,A2,R202,TSV1164,22
278,1/1/2017,EXTENDED,A2,R202,TSV1190,3
279,1/1/2017,EXTENDED,A2,R203,TSV1016,11
280,1/1/2017,EXTENDED,A2,R203,TSV1200,18
281,1/1/2017,EXTENDED,A2,R204,TSV1017,7
282,1/1/2017,EXTENDED,A2,R204,TSV1020,13
283,1/1/2017,EXTENDED,A2,R204,TSV1022,8
284,1/1/2017,EXTENDED,A2,R204,TSV1222,12
285,1/1/2017,EXTENDED,A2,R205,TSV1019,18
286,1/1/2017,EXTENDED,A2,R205,TSV1023,9
287,1/1/2017,EXTENDED,A2,R205,TSV1024,14
288,1/1/2017,EXTENDED,A2,R206,TSV1025,16
289,1/1/2017,EXTENDED,A2,R206,TSV1026,18
290,1/1/2017,EXTENDED,A2,R206,TSV1027,16
291,1/1/2017,EXTENDED,A2,R206,TSV1185,38
292,1/1/2017,EXTENDED,A2,R221,TSV1018,7
293,1/1/2017,EXTENDED,A3,R302,TSV1053,11
294,1/1/2017,EXTENDED,A3,R302,TSV1054,9
295,1/1/2017,EXTENDED,A3,R302,TSV1056,8
296,1/1/2017,EXTENDED,A3,R302,TSV1154,12
297,1/1/2017,EXTENDED,A3,R302,TSV2081,4
298,1/1/2017,EXTENDED,A3,R303,TSV1058,19
299,1/1/2017,EXTENDED,A3,R303,TSV1059,13
300,1/1/2017,EXTENDED,A3,R303,TSV1060,7
301,1/1/2017,EXTENDED,A3,R305,TSV1057,20
302,1/1/2017,EXTENDED,A3,R305,TSV1162,22
303,1/1/2017,EXTENDED,A3,R305,TSV2089,7
304,1/1/2017,EXTENDED,A3,R306,TSV1061,25
305,1/1/2017,EXTENDED,A3,R306,TSV1062,5
306,1/1/2017,EXTENDED,A3,R306,TSV1063,16
307,1/1/2017,EXTENDED,A3,R306,TSV1079,3
308,1/1/2017,EXTENDED,A3,R306,TSV1080,12
309,1/1/2017,EXTENDED,A3,R306,TSV1081,18
310,1/1/2017,EXTENDED,A3,R306,TSV1082,33
311,1/1/2017,EXTENDED,A3,R306,TSV1181,36
312,1/1/2017,EXTENDED,A3,R306,TSV1182,11
313,1/1/2017,EXTENDED,A4,R401,TSV1050,14
314,1/1/2017,EXTENDED,A4,R401,TSV1051,19
315,1/1/2017,EXTENDED,A4,R401,TSV1052,5
316,1/1/2017,EXTENDED,A4,R401,TSV1156,14
317,1/1/2017,EXTENDED,A4,R402,TSV1047,6
318,1/1/2017,EXTENDED,A4,R402,TSV1049,8
319,1/1/2017,EXTENDED,A4,R402,TSV1202,11
320,1/1/2017,EXTENDED,A4,R403,TSV1064,2
321,1/1/2017,EXTENDED,A4,R403,TSV1066,10
322,1/1/2017,EXTENDED,A4,R403,TSV1198,9
323,1/1/2017,EXTENDED,A4,R404,TSV1046,13
324,1/1/2017,EXTENDED,A4,R404,TSV1048,10
325,1/1/2017,EXTENDED,A4,R404,TSV1065,16
326,1/1/2017,EXTENDED,A4,R405,TSV1055,10
327,1/1/2017,EXTENDED,A4,R405,TSV1083,6
328,1/1/2017,EXTENDED,A4,R405,TSV1084,11
329,1/1/2017,EXTENDED,A4,R405,TSV1085,5
330,1/1/2017,EXTENDED,A4,R405,TSV1209,8
331,1/1/2017,EXTENDED,A4,R406,TSV1043,8
332,1/1/2017,EXTENDED,A4,R406,TSV1045,3
333,1/1/2017,EXTENDED,A4,R406,TSV1207,3
334,1/1/2017,EXTENDED,A5,R501,TSV1037,13
335,1/1/2017,EXTENDED,A5,R501,TSV1180,1
336,1/1/2017,EXTENDED,A5,R501,TSV1189,5
337,1/1/2017,EXTENDED,A5,R502,TSV1035,3
338,1/1/2017,EXTENDED,A5,R502,TSV1036,5
339,1/1/2017,EXTENDED,A5,R502,TSV1183,13
340,1/1/2017,EXTENDED,A5,R503,TSV1031,12
341,1/1/2017,EXTENDED,A5,R503,TSV1032,9
342,1/1/2017,EXTENDED,A5,R503,TSV1033,8
343,1/1/2017,EXTENDED,A5,R503,TSV1197,6
344,1/1/2017,EXTENDED,A5,R504,TSV1041,6
345,1/1/2017,EXTENDED,A5,R504,TSV1042,7
346,1/1/2017,EXTENDED,A5,R504,TSV1152,2
347,1/1/2017,EXTENDED,A5,R505,TSV1034,1
348,1/1/2017,EXTENDED,A5,R505,TSV1039,4
349,1/1/2017,EXTENDED,A5,R505,TSV1067,1
350,1/1/2017,EXTENDED,A5,R506,TSV1068,2
351,1/1/2017,EXTENDED,A5,R506,TSV1069,4
352,1/1/2017,EXTENDED,A5,R507,TSV1028,3
353,1/1/2017,EXTENDED,A5,R507,TSV1030,4
354,1/1/2017,EXTENDED,A5,R507,TSV1169,6
355,1/1/2017,EXTENDED,A5,R508,TSV1029,2
356,1/1/2017,EXTENDED,A5,R508,TSV1040,15
357,1/1/2017,EXTENDED,A5,R508,TSV1044,4
358,1/1/2017,EXTENDED,A5,R508,TSV1184,2
359,1/1/2017,EXTENDED,A6,R601,TSV1113,15
360,1/1/2017,EXTENDED,A6,R601,TSV1114,8
361,1/1/2017,EXTENDED,A6,R602,TSV1107,24
362,1/1/2017,EXTENDED,A6,R602,TSV1110,19
363,1/1/2017,EXTENDED,A6,R602,TSV1112,11
364,1/1/2017,EXTENDED,A6,R602,TSV1179,11
365,1/1/2017,EXTENDED,A6,R603,TSV1105,8
366,1/1/2017,EXTENDED,A6,R603,TSV1106,9
367,1/1/2017,EXTENDED,A6,R603,TSV1153,14
368,1/1/2017,EXTENDED,A6,R603,TSV1175,13
369,1/1/2017,EXTENDED,A6,R604,TSV1098,10
370,1/1/2017,EXTENDED,A6,R604,TSV1099,3
371,1/1/2017,EXTENDED,A6,R604,TSV1168,6
372,1/1/2017,EXTENDED,A6,R604,TSV1176,6
373,1/1/2017,EXTENDED,A6,R605,TSV1070,10
374,1/1/2017,EXTENDED,A6,R605,TSV1071,5
375,1/1/2017,EXTENDED,A6,R605,TSV1072,3
376,1/1/2017,EXTENDED,A6,R606,TSV1100,12
377,1/1/2017,EXTENDED,A6,R606,TSV1101,9
378,1/1/2017,EXTENDED,A6,R606,TSV1104,6
379,1/1/2017,EXTENDED,A6,R607,TSV1108,7
380,1/1/2017,EXTENDED,A6,R607,TSV1109,21
381,1/1/2017,EXTENDED,A6,R607,TSV1111,21
382,1/1/2017,EXTENDED,A6,R607,TSV1174,17
383,1/1/2017,EXTENDED,A7,R701,TSV1077,15
384,1/1/2017,EXTENDED,A7,R701,TSV1078,8
385,1/1/2017,EXTENDED,A7,R701,TSV1216,3
386,1/1/2017,EXTENDED,A7,R701,TSV3077,5
387,1/1/2017,EXTENDED,A7,R702,TSV1123,7
388,1/1/2017,EXTENDED,A7,R702,TSV1125,15
389,1/1/2017,EXTENDED,A7,R702,TSV1126,11
390,1/1/2017,EXTENDED,A7,R702,TSV1157,13
391,1/1/2017,EXTENDED,A7,R702,TSV3126,19
392,1/1/2017,EXTENDED,A7,R703,TSV1120,8
393,1/1/2017,EXTENDED,A7,R703,TSV1122,13
394,1/1/2017,EXTENDED,A7,R703,TSV1167,16
395,1/1/2017,EXTENDED,A7,R703,TSV1217,8
396,1/1/2017,EXTENDED,A7,R704,TSV1121,15
397,1/1/2017,EXTENDED,A7,R704,TSV1204,12
398,1/1/2017,EXTENDED,A7,R705,TSV1004,23
399,1/1/2017,EXTENDED,A7,R705,TSV1073,19
400,1/1/2017,EXTENDED,A7,R705,TSV1074,5
401,1/1/2017,EXTENDED,A7,R705,TSV1075,12
402,1/1/2017,EXTENDED,A7,R706,TSV1102,3
403,1/1/2017,EXTENDED,A7,R706,TSV1205,9
404,1/1/2017,EXTENDED,A7,R706,TSV1210,6
405,1/1/2017,EXTENDED,A7,R706,TSV1214,10
406,1/1/2017,EXTENDED,A7,R706,TSV1215,8
407,1/1/2017,EXTENDED,A7,R707,TSV1097,7
408,1/1/2017,EXTENDED,A7,R707,TSV1103,8
409,1/1/2017,EXTENDED,A7,R707,TSV1177,11
410,1/1/2017,EXTENDED,A7,R707,TSV1208,7
411,1/1/2017,EXTENDED,A8,R801,TSV1127,25
412,1/1/2017,EXTENDED,A8,R801,TSV1128,18
413,1/1/2017,EXTENDED,A8,R801,TSV1129,21
414,1/1/2017,EXTENDED,A8,R801,TSV1130,12
415,1/1/2017,EXTENDED,A8,R802,TSV1086,17
416,1/1/2017,EXTENDED,A8,R802,TSV1087,21
417,1/1/2017,EXTENDED,A8,R802,TSV1088,30
418,1/1/2017,EXTENDED,A8,R802,TSV1160,9
419,1/1/2017,EXTENDED,A8,R803,TSV1089,22
420,1/1/2017,EXTENDED,A8,R803,TSV1090,13
421,1/1/2017,EXTENDED,A8,R803,TSV1091,15
422,1/1/2017,EXTENDED,A8,R803,TSV1092,16
423,1/1/2017,EXTENDED,A8,R803,TSV1219,13
424,1/1/2017,EXTENDED,A8,R804,TSV1093,25
425,1/1/2017,EXTENDED,A8,R804,TSV1096,26
426,1/1/2017,EXTENDED,A8,R805,TSV1094,18
427,1/1/2017,EXTENDED,A8,R805,TSV1095,20
428,1/1/2017,EXTENDED,A8,R805,TSV1159,16
429,1/1/2017,EXTENDED,A8,R806,TSV1143,3
430,1/1/2017,EXTENDED,A8,R806,TSV1144,25
431,1/1/2017,EXTENDED,A8,R806,TSV1170,6
432,1/1/2017,EXTENDED,A8,R806,TSV1221,7
433,1/1/2017,EXTENDED,A8,R806,TSV1223,8
434,1/1/2017,EXTENDED,A8,R807,TSV1133,24
435,1/1/2017,EXTENDED,A8,R807,TSV1140,22
436,1/1/2017,EXTENDED,A8,R807,TSV1191,17
437,1/1/2017,EXTENDED,A8,R807,TSV1218,13
438,1/1/2017,EXTENDED,A9,R901,TSV1134,2
439,1/1/2017,EXTENDED,A9,R901,TSV1135,41
440,1/1/2017,EXTENDED,A9,R901,TSV1137,11
441,1/1/2017,EXTENDED,A9,R901,TSV5020,10
442,1/1/2017,EXTENDED,A9,R902,TSV1132,14
443,1/1/2017,EXTENDED,A9,R902,TSV1139,19
444,1/1/2017,EXTENDED,A9,R902,TSV1141,19
445,1/1/2017,EXTENDED,A9,R902,TSV1188,15
446,1/1/2017,EXTENDED,A9,R903,TSV1136,10
447,1/1/2017,EXTENDED,A9,R903,TSV1187,3
448,1/1/2017,EXTENDED,A9,R904,TSV1150,4
449,1/1/2017,EXTENDED,A9,R904,TSV1151,18
450,1/1/2017,EXTENDED,A9,R904,TSV1166,28
451,1/1/2017,EXTENDED,A9,R904,TSV1203,28
452,1/1/2017,EXTENDED,A9,R905,TSV1116,13
453,1/1/2017,EXTENDED,A9,R905,TSV1117,23
454,1/1/2017,EXTENDED,A9,R905,TSV1119,11
455,1/1/2017,EXTENDED,A9,R905,TSV1195,12
456,1/1/2017,EXTENDED,A9,R906,TSV1138,15
457,1/1/2017,EXTENDED,A9,R906,TSV1142,4
458,1/1/2017,EXTENDED,A9,R906,TSV1145,40
459,1/1/2017,EXTENDED,A9,R906,TSV1147,16
460,1/1/2017,EXTENDED,A9,R906,TSV1148,14
461,1/1/2017,HOME,A0,R001,TSV1115,22
462,1/1/2017,HOME,A0,R001,TSV1196,31
463,1/1/2017,HOME,A1,R101,TSV1001,34
464,1/1/2017,HOME,A1,R101,TSV1165,85
465,1/1/2017,HOME,A1,R101,TSV1173,62
466,1/1/2017,HOME,A1,R102,TSV1006,44
467,1/1/2017,HOME,A1,R102,TSV1171,75
468,1/1/2017,HOME,A1,R102,TSV1271,60
469,1/1/2017,HOME,A1,R102,TSV2010,23
470,1/1/2017,HOME,A1,R103,TSV1014,66
471,1/1/2017,HOME,A1,R103,TSV1015,57
472,1/1/2017,HOME,A1,R103,TSV1172,40
473,1/1/2017,HOME,A1,R103,TSV1212,37
474,1/1/2017,HOME,A1,R104,TSV1005,77
475,1/1/2017,HOME,A1,R104,TSV1013,58
